,timedate,WS_price
57,2016-07-01 04:45:00,16.11
58,2016-07-01 04:50:00,16.11
59,2016-07-01 04:55:00,16.11
60,2016-07-01 05:00:00,16.29
61,2016-07-01 05:05:00,16.29
62,2016-07-01 05:10:00,16.29
63,2016-07-01 05:15:00,16.55
64,2016-07-01 05:20:00,16.55
65,2016-07-01 05:25:00,16.55
66,2016-07-01 05:30:00,16.81
67,2016-07-01 05:35:00,16.81
68,2016-07-01 05:40:00,16.81
69,2016-07-01 05:45:00,17.13
70,2016-07-01 05:50:00,17.13
71,2016-07-01 05:55:00,17.13
72,2016-07-01 06:00:00,17.85
73,2016-07-01 06:05:00,17.85
74,2016-07-01 06:10:00,17.85
75,2016-07-01 06:15:00,17.98
76,2016-07-01 06:20:00,17.98
77,2016-07-01 06:25:00,17.98
78,2016-07-01 06:30:00,17.95
79,2016-07-01 06:35:00,17.95
80,2016-07-01 06:40:00,17.95
81,2016-07-01 06:45:00,18.23
82,2016-07-01 06:50:00,18.23
83,2016-07-01 06:55:00,18.23
84,2016-07-01 07:00:00,18.94
85,2016-07-01 07:05:00,18.94
86,2016-07-01 07:10:00,18.94
87,2016-07-01 07:15:00,19.33
88,2016-07-01 07:20:00,19.33
89,2016-07-01 07:25:00,19.33
90,2016-07-01 07:30:00,19.7
91,2016-07-01 07:35:00,19.7
92,2016-07-01 07:40:00,19.7
93,2016-07-01 07:45:00,19.54
94,2016-07-01 07:50:00,19.54
95,2016-07-01 07:55:00,19.54
96,2016-07-01 08:00:00,19.37
97,2016-07-01 08:05:00,19.37
98,2016-07-01 08:10:00,19.37
99,2016-07-01 08:15:00,19.78
100,2016-07-01 08:20:00,19.78
101,2016-07-01 08:25:00,19.78
102,2016-07-01 08:30:00,19.86
103,2016-07-01 08:35:00,19.86
104,2016-07-01 08:40:00,19.86
105,2016-07-01 08:45:00,19.9
106,2016-07-01 08:50:00,19.9
107,2016-07-01 08:55:00,19.9
108,2016-07-01 09:00:00,19.86
109,2016-07-01 09:05:00,19.86
110,2016-07-01 09:10:00,19.86
111,2016-07-01 09:15:00,20.21
112,2016-07-01 09:20:00,20.21
113,2016-07-01 09:25:00,20.21
114,2016-07-01 09:30:00,20.8
115,2016-07-01 09:35:00,20.8
116,2016-07-01 09:40:00,20.8
117,2016-07-01 09:45:00,22.39
118,2016-07-01 09:50:00,22.39
119,2016-07-01 09:55:00,22.39
120,2016-07-01 10:00:00,22.93
121,2016-07-01 10:05:00,22.93
122,2016-07-01 10:10:00,22.93
123,2016-07-01 10:15:00,25.92
124,2016-07-01 10:20:00,25.92
125,2016-07-01 10:25:00,25.92
126,2016-07-01 10:30:00,30.36
127,2016-07-01 10:35:00,30.36
128,2016-07-01 10:40:00,30.36
129,2016-07-01 10:45:00,27.24
130,2016-07-01 10:50:00,27.24
131,2016-07-01 10:55:00,27.24
132,2016-07-01 11:00:00,26.56
133,2016-07-01 11:05:00,26.56
134,2016-07-01 11:10:00,26.56
135,2016-07-01 11:15:00,28.54
136,2016-07-01 11:20:00,28.54
137,2016-07-01 11:25:00,28.54
138,2016-07-01 11:30:00,30.02
139,2016-07-01 11:35:00,30.02
140,2016-07-01 11:40:00,30.02
141,2016-07-01 11:45:00,30.88
142,2016-07-01 11:50:00,30.88
143,2016-07-01 11:55:00,30.88
144,2016-07-01 12:00:00,30.75
145,2016-07-01 12:05:00,30.75
146,2016-07-01 12:10:00,30.75
147,2016-07-01 12:15:00,31.11
148,2016-07-01 12:20:00,31.11
149,2016-07-01 12:25:00,31.11
150,2016-07-01 12:30:00,32.84
151,2016-07-01 12:35:00,32.84
152,2016-07-01 12:40:00,32.84
153,2016-07-01 12:45:00,33.01
154,2016-07-01 12:50:00,33.01
155,2016-07-01 12:55:00,33.01
156,2016-07-01 13:00:00,34.13
157,2016-07-01 13:05:00,34.13
158,2016-07-01 13:10:00,34.13
159,2016-07-01 13:15:00,36.63
160,2016-07-01 13:20:00,36.63
161,2016-07-01 13:25:00,36.63
162,2016-07-01 13:30:00,35.8
163,2016-07-01 13:35:00,35.8
164,2016-07-01 13:40:00,35.8
165,2016-07-01 13:45:00,38.22
166,2016-07-01 13:50:00,38.22
167,2016-07-01 13:55:00,38.22
168,2016-07-01 14:00:00,32.89
169,2016-07-01 14:05:00,32.89
170,2016-07-01 14:10:00,32.89
171,2016-07-01 14:15:00,32.69
172,2016-07-01 14:20:00,32.69
173,2016-07-01 14:25:00,32.69
174,2016-07-01 14:30:00,33.17
175,2016-07-01 14:35:00,33.17
176,2016-07-01 14:40:00,33.17
177,2016-07-01 14:45:00,32.9
178,2016-07-01 14:50:00,32.9
179,2016-07-01 14:55:00,32.9
180,2016-07-01 15:00:00,32.33
181,2016-07-01 15:05:00,32.33
182,2016-07-01 15:10:00,32.33
183,2016-07-01 15:15:00,32.76
184,2016-07-01 15:20:00,32.76
185,2016-07-01 15:25:00,32.76
186,2016-07-01 15:30:00,32.26
187,2016-07-01 15:35:00,32.26
188,2016-07-01 15:40:00,32.26
189,2016-07-01 15:45:00,32.9
190,2016-07-01 15:50:00,32.9
191,2016-07-01 15:55:00,32.9
192,2016-07-01 16:00:00,32.75
193,2016-07-01 16:05:00,32.75
194,2016-07-01 16:10:00,32.75
195,2016-07-01 16:15:00,31.91
196,2016-07-01 16:20:00,31.91
197,2016-07-01 16:25:00,31.91
198,2016-07-01 16:30:00,31.74
199,2016-07-01 16:35:00,31.74
200,2016-07-01 16:40:00,31.74
201,2016-07-01 16:45:00,31.16
202,2016-07-01 16:50:00,31.16
203,2016-07-01 16:55:00,31.16
204,2016-07-01 17:00:00,31.2
205,2016-07-01 17:05:00,31.2
206,2016-07-01 17:10:00,31.2
207,2016-07-01 17:15:00,30.51
208,2016-07-01 17:20:00,30.51
209,2016-07-01 17:25:00,30.51
210,2016-07-01 17:30:00,29.85
211,2016-07-01 17:35:00,29.85
212,2016-07-01 17:40:00,29.85
213,2016-07-01 17:45:00,30.02
214,2016-07-01 17:50:00,30.02
215,2016-07-01 17:55:00,30.02
216,2016-07-01 18:00:00,29.65
217,2016-07-01 18:05:00,29.65
218,2016-07-01 18:10:00,29.65
219,2016-07-01 18:15:00,29.42
220,2016-07-01 18:20:00,29.42
221,2016-07-01 18:25:00,29.42
222,2016-07-01 18:30:00,27.91
223,2016-07-01 18:35:00,27.91
224,2016-07-01 18:40:00,27.91
225,2016-07-01 18:45:00,25.73
226,2016-07-01 18:50:00,25.73
227,2016-07-01 18:55:00,25.73
228,2016-07-01 19:00:00,26.3
229,2016-07-01 19:05:00,26.3
230,2016-07-01 19:10:00,26.3
231,2016-07-01 19:15:00,29.77
232,2016-07-01 19:20:00,29.77
233,2016-07-01 19:25:00,29.77
234,2016-07-01 19:30:00,25.16
235,2016-07-01 19:35:00,25.16
236,2016-07-01 19:40:00,25.16
237,2016-07-01 19:45:00,22.64
238,2016-07-01 19:50:00,22.64
239,2016-07-01 19:55:00,22.64
240,2016-07-01 20:00:00,25.29
241,2016-07-01 20:05:00,25.29
242,2016-07-01 20:10:00,25.29
243,2016-07-01 20:15:00,24.53
244,2016-07-01 20:20:00,24.53
245,2016-07-01 20:25:00,24.53
246,2016-07-01 20:30:00,23.83
247,2016-07-01 20:35:00,23.83
248,2016-07-01 20:40:00,23.83
249,2016-07-01 20:45:00,24.82
250,2016-07-01 20:50:00,24.82
251,2016-07-01 20:55:00,24.82
252,2016-07-01 21:00:00,24.8
253,2016-07-01 21:05:00,24.8
254,2016-07-01 21:10:00,24.8
255,2016-07-01 21:15:00,24.21
256,2016-07-01 21:20:00,24.21
257,2016-07-01 21:25:00,24.21
258,2016-07-01 21:30:00,22.48
259,2016-07-01 21:35:00,22.48
260,2016-07-01 21:40:00,22.48
261,2016-07-01 21:45:00,21.64
262,2016-07-01 21:50:00,21.64
263,2016-07-01 21:55:00,21.64
264,2016-07-01 22:00:00,20.59
265,2016-07-01 22:05:00,20.59
266,2016-07-01 22:10:00,20.59
267,2016-07-01 22:15:00,20.41
268,2016-07-01 22:20:00,20.41
269,2016-07-01 22:25:00,20.41
270,2016-07-01 22:30:00,19.56
271,2016-07-01 22:35:00,19.56
272,2016-07-01 22:40:00,19.56
273,2016-07-01 22:45:00,19.51
274,2016-07-01 22:50:00,19.51
275,2016-07-01 22:55:00,19.51
276,2016-07-01 23:00:00,19.47
277,2016-07-01 23:05:00,19.47
278,2016-07-01 23:10:00,19.47
279,2016-07-01 23:15:00,18.82
280,2016-07-01 23:20:00,18.82
281,2016-07-01 23:25:00,18.82
282,2016-07-01 23:30:00,18.53
283,2016-07-01 23:35:00,18.53
284,2016-07-01 23:40:00,18.53
285,2016-07-01 23:45:00,18.27
286,2016-07-01 23:50:00,18.27
287,2016-07-01 23:55:00,18.27
288,2016-07-02 00:00:00,18.03
