,q_bid,end_time,p_bid,mode_dispatch,mode_market,start_time,rate_id,meter_id,e,is_bid,meter_interval_id,qmtp
77,1.25894,2021-07-22T11:55:00,0.0,0.0,0.0,2021-07-22T11:54:00,1,6,0.0209823,True,1050,1.25894
78,0.959153,2021-07-22T11:56:00,0.0,0.0,0.0,2021-07-22T11:55:00,1,1,0.0159859,True,1051,0.959153
79,1.22864,2021-07-22T11:56:00,0.0,0.0,0.0,2021-07-22T11:55:00,1,2,0.0204773,True,1052,1.22864
80,1.1992,2021-07-22T11:56:00,0.0,0.0,0.0,2021-07-22T11:55:00,1,3,0.0199867,True,1053,1.1992
81,1.12598,2021-07-22T11:56:00,0.0,0.0,0.0,2021-07-22T11:55:00,1,4,0.0187663,True,1054,1.12598
82,1.34433,2021-07-22T11:56:00,0.0,0.0,0.0,2021-07-22T11:55:00,1,5,0.0224055,True,1055,1.34433
83,1.25957,2021-07-22T11:56:00,0.0,0.0,0.0,2021-07-22T11:55:00,1,6,0.0209928,True,1056,1.25957
84,0.95962,2021-07-22T11:57:00,0.0,0.0,0.0,2021-07-22T11:56:00,1,1,0.0159937,True,1057,0.95962
85,1.22924,2021-07-22T11:57:00,0.0,0.0,0.0,2021-07-22T11:56:00,1,2,0.0204873,True,1058,1.22924
86,1.19978,2021-07-22T11:57:00,0.0,0.0,0.0,2021-07-22T11:56:00,1,3,0.0199963,True,1059,1.19978
87,1.12652,2021-07-22T11:57:00,0.0,0.0,0.0,2021-07-22T11:56:00,1,4,0.0187753,True,1060,1.12652
88,1.34498,2021-07-22T11:57:00,0.0,0.0,0.0,2021-07-22T11:56:00,1,5,0.0224163,True,1061,1.34498
89,1.26018,2021-07-22T11:57:00,0.0,0.0,0.0,2021-07-22T11:56:00,1,6,0.021003,True,1062,1.26018
90,0.960095,2021-07-22T11:58:00,0.0,0.0,0.0,2021-07-22T11:57:00,1,1,0.0160016,True,1063,0.960095
91,1.22985,2021-07-22T11:58:00,0.0,0.0,0.0,2021-07-22T11:57:00,1,2,0.0204975,True,1064,1.22985
92,1.20038,2021-07-22T11:58:00,0.0,0.0,0.0,2021-07-22T11:57:00,1,3,0.0200063,True,1065,1.20038
93,1.12708,2021-07-22T11:58:00,0.0,0.0,0.0,2021-07-22T11:57:00,1,4,0.0187847,True,1066,1.12708
94,1.34565,2021-07-22T11:58:00,0.0,0.0,0.0,2021-07-22T11:57:00,1,5,0.0224275,True,1067,1.34565
95,1.26081,2021-07-22T11:58:00,0.0,0.0,0.0,2021-07-22T11:57:00,1,6,0.0210135,True,1068,1.26081
96,0.960569,2021-07-22T11:59:00,0.0,0.0,0.0,2021-07-22T11:58:00,1,1,0.0160095,True,1069,0.960569
97,1.23046,2021-07-22T11:59:00,0.0,0.0,0.0,2021-07-22T11:58:00,1,2,0.0205077,True,1070,1.23046
98,1.20097,2021-07-22T11:59:00,0.0,0.0,0.0,2021-07-22T11:58:00,1,3,0.0200162,True,1071,1.20097
99,1.12764,2021-07-22T11:59:00,0.0,0.0,0.0,2021-07-22T11:58:00,1,4,0.018794,True,1072,1.12764
100,1.34631,2021-07-22T11:59:00,0.0,0.0,0.0,2021-07-22T11:58:00,1,5,0.0224385,True,1073,1.34631
101,1.26143,2021-07-22T11:59:00,0.0,0.0,0.0,2021-07-22T11:58:00,1,6,0.0210238,True,1074,1.26143
102,0.961035,2021-07-22T12:00:00,0.0,0.0,0.0,2021-07-22T11:59:00,1,1,0.0160173,True,1075,0.961035
103,1.23106,2021-07-22T12:00:00,0.0,0.0,0.0,2021-07-22T11:59:00,1,2,0.0205177,True,1076,1.23106
104,1.20155,2021-07-22T12:00:00,0.0,0.0,0.0,2021-07-22T11:59:00,1,3,0.0200258,True,1077,1.20155
105,1.12819,2021-07-22T12:00:00,0.0,0.0,0.0,2021-07-22T11:59:00,1,4,0.0188032,True,1078,1.12819
106,1.34697,2021-07-22T12:00:00,0.0,0.0,0.0,2021-07-22T11:59:00,1,5,0.0224495,True,1079,1.34697
107,1.26204,2021-07-22T12:00:00,0.0,0.0,0.0,2021-07-22T11:59:00,1,6,0.021034,True,1080,1.26204
108,1.23177,2021-07-22T11:43:00,0.0,0.0,0.0,2021-07-22T11:42:00,1,2,0.0205295,True,1082,1.23177
109,1.20225,2021-07-22T11:43:00,0.0,0.0,0.0,2021-07-22T11:42:00,1,3,0.0200375,True,1083,1.20225
110,1.12885,2021-07-22T11:43:00,0.0,0.0,0.0,2021-07-22T11:42:00,1,4,0.0188142,True,1084,1.12885
111,1.34775,2021-07-22T11:43:00,0.0,0.0,0.0,2021-07-22T11:42:00,1,5,0.0224625,True,1085,1.34775
112,1.26278,2021-07-22T11:43:00,0.0,0.0,0.0,2021-07-22T11:42:00,1,6,0.0210463,True,1086,1.26278
113,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1087,0.0
114,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1088,0.0
115,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1089,0.0
116,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1090,0.0
117,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1091,0.0
118,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1092,0.0
119,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1093,0.0
120,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1094,0.0
121,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1095,0.0
122,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1096,0.0
123,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1097,0.0
124,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1098,0.0
125,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1099,0.0
126,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1100,0.0
127,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1101,0.0
128,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1102,0.0
129,0.0,2021-09-07T11:20:05,0.0,0.0,0.0,2021-09-07T11:25:40,1,1,0.0,True,1103,0.0
130,0.0,2021-09-03T15:10:10,0.0,0.0,0.0,2021-09-03T15:15:47,1,1,0.0,True,1104,0.0
131,0.0,2021-09-03T15:10:10,0.0,0.0,0.0,2021-09-03T15:15:47,1,1,0.0,True,1105,0.0
132,0.0,2021-09-09T13:40:06,0.0,0.0,0.0,2021-09-09T13:45:40,1,1,0.0,True,1106,0.0
133,0.0,2021-09-09T13:45:07,0.0,0.0,0.0,2021-09-09T13:50:42,1,1,0.0,True,1107,0.0
134,0.0,2021-09-09T13:50:08,0.0,0.0,0.0,2021-09-09T13:55:42,1,1,0.0,True,1108,0.0
135,0.0,2021-09-09T13:55:08,0.0,0.0,0.0,2021-09-09T14:00:44,1,1,0.0,True,1109,0.0
136,0.0,2021-09-09T14:05:10,0.0,0.0,0.0,2021-09-09T14:10:44,1,1,0.0,True,1110,0.0
137,0.0,2021-09-09T14:10:00,0.0,0.0,0.0,2021-09-09T14:15:36,1,1,0.0,True,1111,0.0
138,0.0,2021-09-09T14:15:01,0.0,0.0,0.0,2021-09-09T14:20:36,1,1,0.0,True,1112,0.0
139,0.0,2021-09-09T14:20:02,0.0,0.0,0.0,2021-09-09T14:25:38,1,1,0.0,True,1113,0.0
140,0.0,2021-09-09T14:25:03,0.0,0.0,0.0,2021-09-09T14:30:38,1,1,0.0,True,1114,0.0
141,0.0,2021-09-09T14:30:04,0.0,0.0,0.0,2021-09-09T14:35:40,1,1,0.0,True,1115,0.0
142,0.0,2021-09-09T14:35:05,0.0,0.0,0.0,2021-09-09T14:40:40,1,1,0.0,True,1116,0.0
143,0.0,2021-09-09T14:40:06,0.0,0.0,0.0,2021-09-09T14:45:40,1,1,0.0,True,1117,0.0
144,0.0,2021-09-09T14:45:06,0.0,0.0,0.0,2021-09-09T14:50:42,1,1,0.0,True,1118,0.0
145,0.0,2021-09-09T14:50:07,0.0,0.0,0.0,2021-09-09T14:55:42,1,1,0.0,True,1119,0.0
146,0.0,2021-09-09T14:55:08,0.0,0.0,0.0,2021-09-09T15:00:44,1,1,0.0,True,1120,0.0
147,0.0,2021-09-09T15:05:09,0.0,0.0,0.0,2021-09-09T15:10:44,1,1,0.0,True,1121,0.0
148,0.0,2021-09-09T15:10:00,0.0,0.0,0.0,2021-09-09T15:15:36,1,1,0.0,True,1122,0.0
149,0.0,2021-09-09T15:15:01,0.0,0.0,0.0,2021-09-09T15:20:36,1,1,0.0,True,1123,0.0
150,0.0,2021-09-09T15:20:02,0.0,0.0,0.0,2021-09-09T15:25:36,1,1,0.0,True,1124,0.0
151,0.0,2021-09-09T15:30:03,0.0,0.0,0.0,2021-09-09T15:35:38,1,1,0.0,True,1125,0.0
152,0.0,2021-09-09T15:35:04,0.0,0.0,0.0,2021-09-09T15:40:40,1,1,0.0,True,1126,0.0
153,0.0,2021-09-09T15:40:05,0.0,0.0,0.0,2021-09-09T15:45:40,1,1,0.0,True,1127,0.0
154,0.0,2021-09-09T15:45:06,0.0,0.0,0.0,2021-09-09T15:50:40,1,1,0.0,True,1128,0.0
155,0.0,2021-09-09T15:50:06,0.0,0.0,0.0,2021-09-09T15:55:42,1,1,0.0,True,1129,0.0
156,0.0,2021-09-09T15:55:07,0.0,0.0,0.0,2021-09-09T16:00:42,1,1,0.0,True,1130,0.0
157,0.0,2021-09-09T16:05:08,0.0,0.0,0.0,2021-09-09T16:10:43,1,1,0.0,True,1131,0.0
158,0.0,2021-09-09T16:10:09,0.0,0.0,0.0,2021-09-09T16:15:43,1,1,0.0,True,1132,0.0
159,0.0,2021-09-09T16:15:09,0.0,0.0,0.0,2021-09-09T16:20:45,1,1,0.0,True,1133,0.0
160,0.0,2021-09-09T16:20:00,0.0,0.0,0.0,2021-09-09T16:25:35,1,1,0.0,True,1134,0.0
161,0.0,2021-09-09T16:25:01,0.0,0.0,0.0,2021-09-09T16:30:37,1,1,0.0,True,1135,0.0
162,0.0,2021-09-09T16:30:02,0.0,0.0,0.0,2021-09-09T16:35:37,1,1,0.0,True,1136,0.0
163,0.0,2021-09-09T16:35:02,0.0,0.0,0.0,2021-09-09T16:40:37,1,1,0.0,True,1137,0.0
164,0.0,2021-09-09T16:40:03,0.0,0.0,0.0,2021-09-09T16:45:39,1,1,0.0,True,1138,0.0
165,0.0,2021-09-09T16:45:04,0.0,0.0,0.0,2021-09-09T16:50:39,1,1,0.0,True,1139,0.0
166,0.0,2021-09-09T16:50:04,0.0,0.0,0.0,2021-09-09T16:55:39,1,1,0.0,True,1140,0.0
167,0.0,2021-09-09T16:55:05,0.0,0.0,0.0,2021-09-09T17:00:41,1,1,0.0,True,1141,0.0
168,0.0,2021-09-09T17:05:06,0.0,0.0,0.0,2021-09-09T17:10:41,1,1,0.0,True,1142,0.0
169,0.0,2021-09-09T17:10:07,0.0,0.0,0.0,2021-09-09T17:15:41,1,1,0.0,True,1143,0.0
170,0.0,2021-09-09T17:15:07,0.0,0.0,0.0,2021-09-09T17:20:43,1,1,0.0,True,1144,0.0
171,0.0,2021-09-09T17:20:08,0.0,0.0,0.0,2021-09-09T17:25:43,1,1,0.0,True,1145,0.0
172,0.0,2021-09-09T17:25:09,0.0,0.0,0.0,2021-09-09T17:30:45,1,1,0.0,True,1146,0.0
173,0.0,2021-09-09T17:30:10,0.0,0.0,0.0,2021-09-09T17:35:45,1,1,0.0,True,1147,0.0
174,0.0,2021-09-09T17:35:00,0.0,0.0,0.0,2021-09-09T17:40:35,1,1,0.0,True,1148,0.0
175,0.0,2021-09-09T17:40:01,0.0,0.0,0.0,2021-09-09T17:45:37,1,1,0.0,True,1149,0.0
176,0.0,2021-09-09T17:45:02,0.0,0.0,0.0,2021-09-09T17:50:37,1,1,0.0,True,1150,0.0
177,0.0,2021-09-09T17:50:02,0.0,0.0,0.0,2021-09-09T17:55:37,1,1,0.0,True,1151,0.0
178,0.0,2021-09-09T17:55:03,0.0,0.0,0.0,2021-09-09T18:00:39,1,1,0.0,True,1152,0.0
179,0.0,2021-09-09T18:05:04,0.0,0.0,0.0,2021-09-09T18:10:39,1,1,0.0,True,1153,0.0
180,0.0,2021-09-09T18:10:05,0.0,0.0,0.0,2021-09-09T18:15:39,1,1,0.0,True,1154,0.0
181,0.0,2021-09-09T18:15:05,0.0,0.0,0.0,2021-09-09T18:20:41,1,1,0.0,True,1155,0.0
182,0.0,2021-09-09T18:20:06,0.0,0.0,0.0,2021-09-09T18:25:41,1,1,0.0,True,1156,0.0
183,0.0,2021-09-09T18:25:07,0.0,0.0,0.0,2021-09-09T18:30:41,1,1,0.0,True,1157,0.0
184,0.0,2021-09-09T18:30:08,0.0,0.0,0.0,2021-09-09T18:35:43,1,1,0.0,True,1158,0.0
185,0.0,2021-09-09T18:35:08,0.0,0.0,0.0,2021-09-09T18:40:43,1,1,0.0,True,1159,0.0
186,0.0,2021-09-09T18:40:09,0.0,0.0,0.0,2021-09-09T18:45:43,1,1,0.0,True,1160,0.0
187,0.0,2021-09-09T18:45:10,0.0,0.0,0.0,2021-09-09T18:50:45,1,1,0.0,True,1161,0.0
188,0.0,2021-09-09T18:50:00,0.0,0.0,0.0,2021-09-09T18:55:35,1,1,0.0,True,1162,0.0
189,0.0,2021-09-09T18:55:01,0.0,0.0,0.0,2021-09-09T19:00:37,1,1,0.0,True,1163,0.0
190,0.0,2021-09-09T19:05:02,0.0,0.0,0.0,2021-09-09T19:10:37,1,1,0.0,True,1164,0.0
191,0.0,2021-09-09T19:10:03,0.0,0.0,0.0,2021-09-09T19:15:37,1,1,0.0,True,1165,0.0
192,0.0,2021-09-09T19:15:03,0.0,0.0,0.0,2021-09-09T19:20:39,1,1,0.0,True,1166,0.0
193,0.0,2021-09-09T19:20:04,0.0,0.0,0.0,2021-09-09T19:25:39,1,1,0.0,True,1167,0.0
194,0.0,2021-09-09T19:25:05,0.0,0.0,0.0,2021-09-09T19:30:39,1,1,0.0,True,1168,0.0
195,0.0,2021-09-09T19:30:05,0.0,0.0,0.0,2021-09-09T19:35:41,1,1,0.0,True,1169,0.0
196,0.0,2021-09-09T19:35:06,0.0,0.0,0.0,2021-09-09T19:40:41,1,1,0.0,True,1170,0.0
197,0.0,2021-09-09T19:40:07,0.0,0.0,0.0,2021-09-09T19:45:41,1,1,0.0,True,1171,0.0
198,0.0,2021-09-09T19:45:07,0.0,0.0,0.0,2021-09-09T19:50:43,1,1,0.0,True,1172,0.0
199,0.0,2021-09-09T19:50:08,0.0,0.0,0.0,2021-09-09T19:55:43,1,1,0.0,True,1173,0.0
200,0.0,2021-09-09T19:55:09,0.0,0.0,0.0,2021-09-09T20:00:45,1,1,0.0,True,1174,0.0
201,0.0,2021-09-09T20:05:00,0.0,0.0,0.0,2021-09-09T20:10:35,1,1,0.0,True,1175,0.0
202,0.0,2021-09-09T20:10:01,0.0,0.0,0.0,2021-09-09T20:15:35,1,1,0.0,True,1176,0.0
203,0.0,2021-09-09T20:15:01,0.0,0.0,0.0,2021-09-09T20:20:37,1,1,0.0,True,1177,0.0
204,0.0,2021-09-09T20:20:02,0.0,0.0,0.0,2021-09-09T20:25:37,1,1,0.0,True,1178,0.0
205,0.0,2021-09-09T20:25:03,0.0,0.0,0.0,2021-09-09T20:30:37,1,1,0.0,True,1179,0.0
206,0.0,2021-09-09T20:30:03,0.0,0.0,0.0,2021-09-09T20:35:39,1,1,0.0,True,1180,0.0
207,0.0,2021-09-09T20:35:04,0.0,0.0,0.0,2021-09-09T20:40:39,1,1,0.0,True,1181,0.0
208,0.0,2021-09-09T20:40:05,0.0,0.0,0.0,2021-09-09T20:45:39,1,1,0.0,True,1182,0.0
209,0.0,2021-09-09T20:45:05,0.0,0.0,0.0,2021-09-09T20:50:41,1,1,0.0,True,1183,0.0
210,0.0,2021-09-09T20:50:06,0.0,0.0,0.0,2021-09-09T20:55:41,1,1,0.0,True,1184,0.0
211,0.0,2021-09-09T20:55:07,0.0,0.0,0.0,2021-09-09T21:00:41,1,1,0.0,True,1185,0.0
212,0.0,2021-09-10T06:50:04,0.0,0.0,0.0,2021-09-10T06:55:39,1,1,0.0,True,1186,0.0
213,0.0,2021-09-10T06:55:05,0.0,0.0,0.0,2021-09-10T07:00:39,1,1,0.0,True,1187,0.0
214,0.0,2021-09-10T07:05:06,0.0,0.0,0.0,2021-09-10T07:10:41,1,1,0.0,True,1188,0.0
215,0.0,2021-09-10T07:10:06,0.0,0.0,0.0,2021-09-10T07:15:41,1,1,0.0,True,1189,0.0
216,0.0,2021-09-10T07:15:07,0.0,0.0,0.0,2021-09-10T07:20:43,1,1,0.0,True,1190,0.0
217,0.0,2021-09-10T07:20:08,0.0,0.0,0.0,2021-09-10T07:25:43,1,1,0.0,True,1191,0.0
218,0.0,2021-09-10T07:25:09,0.0,0.0,0.0,2021-09-10T07:30:43,1,1,0.0,True,1192,0.0
219,0.0,2021-09-10T07:30:09,0.0,0.0,0.0,2021-09-10T07:35:45,1,1,0.0,True,1193,0.0
