clock,deviation
1602868882,0.001272
1602868883,0.000497
1602868884,0.000477
1602868885,0.001302
1602868886,0.002133
1602868887,0.003139
1602868888,0.005308
1602868889,0.002401
1602868890,0.004629
1602868891,-0.014047
1602868891,0.003395
1602868892,0.0079
1602868893,0.000593
1602868894,0.001551
1602868895,0.000844
1602868896,0.000424
1602868897,0.000694
1602868898,0.00052
1602868899,0.000488
1602868900,0.001066
1602868901,0.000285
1602868902,0.001448
1602868903,0.000715
1602868904,0.002847
1602868905,0.005539
1602868906,0.000528
1602868907,0.000934
1602868908,0.000901
1602868909,0.003715
1602868910,0.004397
1602868911,0.00532
1602868912,0.001874
1602868913,0.00245
1602868914,0.000912
1602868915,0.004015
1602868916,0.00447
1602868917,0.003243
1602868918,0.000387
1602868919,0.002376
1602868920,0.004935
1602868921,-0.018478
1602868921,0.004672
1602868922,0.000405
1602868923,0.000288
1602868924,0.003504
1602868925,0.057189
1602868926,0.001251
1602868927,0.000614
1602868928,0.000511
1602868929,0.000648
1602868930,0.001094
1602868931,0.00174
1602868932,0.001913
1602868933,0.001239
1602868934,0.000865
1602868935,0.000861
1602868936,0.000641
1602868937,0.00054
1602868938,0.001994
1602868939,0.001417
1602868940,0.002361
1602868941,0.003221
1602868942,0.001753
1602868943,0.000641
1602868944,0.005512
1602868945,0.001678
1602868946,0.003423
1602868947,0.000525
1602868948,0.000554
1602868949,0.00227
1602868950,0.001591
1602868951,-0.018725
1602868951,0.003088
1602868952,0.00045
1602868953,0.000277
1602868954,0.003314
1602868955,0.000938
1602868956,0.004997
1602868957,0.000305
1602868958,0.00054
1602868959,0.001779
1602868960,0.00492
1602868961,0.000689
1602868962,0.001231
1602868963,0.004268
1602868964,0.000432
1602868965,0.001233
1602868966,0.0041
1602868967,0.000752
1602868968,0.003973
1602868969,0.0006
1602868970,0.000515
1602868971,0.001213
1602868972,0.000534
1602868973,0.000502
1602868974,0.000379
1602868975,0.005058
1602868976,0.000681
1602868977,0.001137
1602868978,0.004156
1602868979,0.00193
1602868980,0.001454
1602868981,-0.015976
1602868981,0.002473
1602868982,0.0005
1602868983,0.001426
1602868984,0.002952
1602868985,0.000959
1602868986,0.003139
1602868987,0.002452
1602868988,0.002705
1602868989,0.000396
1602868990,0.005795
1602868991,0.001905
1602868992,0.000748
1602868993,0.00089
1602868994,0.002636
1602868995,0.000398
1602868996,0.00296
1602868997,0.00073
1602868998,0.000837
1602868999,0.003428
1602869000,0.000985
1602869001,0.000438
1602869002,0.001428
1602869003,0.005603
1602869004,0.004067
1602869005,0.00571
1602869006,0.002443
1602869007,0.002933
1602869008,0.003412
1602869009,0.005063
1602869010,0.001452
1602869011,-0.01794
1602869011,0.001839
1602869012,0.000682
1602869013,0.000258
1602869014,0.000579
1602869015,0.002684
1602869016,0.002122
1602869017,0.005332
1602869018,0.004065
1602869019,0.000887
1602869020,0.00256
1602869021,0.002293
1602869022,0.000781
1602869023,0.001248
1602869024,0.002083
1602869025,0.003392
1602869026,0.001478
1602869027,0.000342
1602869028,0.002449
1602869029,0.13699
1602869030,0.000644
1602869031,0.0016
1602869032,0.006152
1602869033,0.001165
1602869034,0.005555
1602869035,0.003145
1602869036,0.003142
1602869037,0.002111
1602869038,0.001088
1602869039,0.001624
1602869040,0.002178
1602869041,-0.019322
1602869041,0.000721
1602869042,0.004597
1602869043,0.001424
1602869044,0.003232
1602869045,0.002437
1602869046,0.002538
1602869047,0.000452
1602869048,0.005864
1602869049,0.000471
1602869050,0.001534
1602869051,0.00136
1602869052,0.0005
1602869053,0.002963
1602869054,0.002904
1602869055,0.001386
1602869056,0.000388
1602869057,0.005688
1602869058,0.001566
1602869059,0.000391
1602869060,0.00561
1602869061,0.00237
1602869062,0.003965
1602869063,0.005297
1602869064,0.137884
1602869065,0.00054
1602869066,0.0037
1602869067,0.002121
1602869068,0.000389
1602869069,0.000717
1602869070,0.000391
1602869071,-0.014716
1602869071,0.000311
1602869072,0.000304
1602869073,0.001684
1602869074,0.000948
1602869075,0.002174
1602869076,0.000536
1602869077,0.001364
1602869078,0.001974
1602869079,0.001242
1602869080,0.001789
1602869081,0.001584
1602869082,0.001655
1602869083,0.00218
1602869084,0.001554
1602869085,0.001091
1602869086,0.000455
1602869087,0.000448
1602869088,0.002144
1602869089,0.000762
1602869090,0.002317
1602869091,0.001166
1602869092,0.000662
1602869093,0.002487
1602869094,0.001203
1602869095,0.001863
1602869096,0.000455
1602869097,0.000674
1602869098,0.001889
1602869099,0.001437
1602869100,0.001649
1602869101,-0.02203
1602869101,0.000571
1602869102,0.001093
1602869103,0.000378
1602869104,0.001967
1602869105,0.000572
1602869106,0.001258
1602869107,0.000628
1602869108,0.002878
1602869109,0.000938
1602869110,0.001193
1602869111,0.00256
1602869112,0.003098
1602869113,0.003265
1602869114,0.002394
1602869115,0.003332
1602869116,0.003136
1602869117,0.001325
1602869118,0.002545
1602869119,0.004489
1602869120,0.000967
1602869121,0.002025
1602869122,0.002879
1602869123,0.000484
1602869124,0.001252
1602869125,0.000484
1602869126,0.003528
1602869127,0.002988
1602869128,0.001737
1602869129,0.000854
1602869130,0.000401
1602869131,-0.019692
1602869131,0.000729
1602869132,0.000504
1602869133,0.000581
1602869134,0.003493
1602869135,0.002389
1602869136,0.00241
1602869137,0.001563
1602869138,0.00213
1602869139,0.003249
1602869140,0.001186
1602869141,0.001296
1602869142,0.001531
1602869143,0.005455
1602869144,0.000718
1602869145,0.001437
1602869146,0.005648
1602869147,0.002569
1602869148,0.002463
1602869149,0.000443
1602869150,0.000736
1602869151,0.004232
1602869152,0.00145
1602869153,0.001257
1602869154,0.000754
1602869155,0.003788
1602869156,0.000748
1602869157,0.005535
1602869158,0.00237
1602869159,0.002819
1602869160,0.000723
1602869161,-0.015204
1602869161,0.003728
1602869162,0.002576
1602869163,0.005524
1602869164,0.002052
1602869165,0.001986
1602869166,0.004538
1602869167,0.001622
1602869168,0.003779
1602869169,0.005609
1602869170,0.001312
1602869171,0.004977
1602869172,0.004734
1602869173,0.002297
1602869174,0.002197
1602869175,0.00231
1602869176,0.002364
1602869177,0.000663
1602869178,0.002427
1602869179,0.000543
1602869180,0.000818
1602869181,0.003788
1602869182,0.000732
1602869183,0.001428
1602869184,0.000786
1602869185,0.000402
1602869186,0.002247
1602869187,0.002327
1602869188,0.000322
1602869189,0.000353
1602869190,0.000715
1602869191,-0.019257
1602869191,0.000267
1602869192,0.000986
1602869193,0.002368
1602869194,0.002555
1602869195,0.001185
1602869196,0.00301
1602869197,0.004294
1602869198,0.000576
1602869199,0.004815
1602869200,0.003732
1602869201,0.001858
1602869202,0.00287
1602869203,0.000704
1602869204,0.000692
1602869205,0.001813
1602869206,0.00134
1602869207,0.000967
1602869208,0.003468
1602869209,0.000793
1602869210,0.002087
1602869211,0.002734
1602869212,0.002947
1602869213,0.002398
1602869214,0.005795
1602869215,0.002233
1602869216,0.004777
1602869217,0.001836
1602869218,0.001918
1602869219,0.000841
1602869220,0.004389
1602869221,-0.015676
1602869221,0.000794
1602869222,0.005843
1602869223,0.000768
1602869224,0.000905
1602869225,0.005475
1602869226,0.001431
1602869227,0.002199
1602869228,0.000361
1602869229,0.000983
1602869230,0.005114
1602869231,0.000537
1602869232,0.001615
1602869233,0.005128
1602869234,0.005162
1602869235,0.002439
1602869236,0.001473
1602869237,0.000414
1602869238,0.001023
1602869239,0.000758
1602869240,0.001074
1602869241,0.005733
1602869242,0.001317
1602869243,0.000458
1602869244,0.002825
1602869245,0.001377
1602869246,0.000698
1602869247,0.000947
1602869248,0.005031
1602869249,0.00418
1602869250,0.000495
1602869251,-0.016828
1602869251,0.001496
1602869252,0.006367
1602869253,0.000624
1602869254,0.002418
1602869255,0.001183
1602869256,0.004262
1602869257,0.000641
1602869258,0.001167
1602869259,0.003962
1602869260,0.000732
1602869261,0.000376
1602869262,0.001373
1602869263,0.001642
1602869264,0.001184
1602869265,0.001242
1602869266,0.000692
1602869267,0.002529
1602869268,0.005734
1602869269,0.001239
1602869270,0.006569
1602869271,0.005624
1602869272,0.000404
1602869273,0.001258
1602869274,0.000547
1602869275,0.001526
1602869276,0.003817
1602869277,0.001046
1602869278,0.006012
1602869279,0.001629
1602869280,0.000557
1602869281,-0.020059
1602869281,0.001872
1602869282,0.002532
1602869283,0.002287
1602869284,0.000374
1602869285,0.009524
1602869286,0.004468
1602869287,0.007028
1602869288,0.000706
1602869289,0.001471
1602869290,0.000426
1602869291,0.007601
1602869292,0.003521
1602869293,0.002345
1602869294,0.002527
1602869295,0.000416
1602869296,0.003712
1602869297,0.005382
1602869298,0.002046
1602869299,0.00127
1602869300,0.003367
1602869301,0.00138
1602869302,0.006601
1602869303,0.000877
1602869304,0.003358
1602869305,0.006281
1602869306,0.005349
1602869307,0.001095
1602869308,0.00288
1602869309,0.000664
1602869310,0.004539
1602869311,-0.014827
1602869311,0.000578
1602869312,0.004736
1602869313,0.002027
1602869314,0.00462
1602869315,0.006959
1602869316,0.001643
1602869317,0.000718
1602869318,0.001991
1602869319,0.00799
1602869320,0.009146
1602869321,0.008138
1602869322,0.007288
1602869323,0.004795
1602869324,0.001704
1602869325,0.00088
1602869326,0.004638
1602869327,0.007388
1602869328,0.002246
1602869329,0.003685
1602869330,0.001889
1602869331,0.002574
1602869332,0.002689
1602869333,0.003609
1602869334,0.000361
1602869335,0.002368
1602869336,0.010966
1602869337,0.000743
1602869338,0.002106
1602869339,0.000541
1602869340,0.001315
1602869341,-0.017944
1602869341,0.007157
1602869342,0.010538
1602869343,0.003042
1602869344,0.000933
1602869345,0.000457
1602869346,0.000418
1602869347,0.00786
1602869348,0.002309
1602869349,0.000576
1602869350,0.010573
1602869351,0.004146
1602869352,0.006446
1602869353,0.000764
1602869354,0.003504
1602869355,0.002072
1602869356,0.004063
1602869357,0.004065
1602869358,0.002585
1602869359,0.002242
1602869360,0.005674
1602869361,0.005923
1602869362,0.001921
1602869363,0.001047
1602869364,0.000932
1602869365,0.001151
1602869366,0.000555
1602869367,0.001285
1602869368,0.001638
1602869369,0.000474
1602869370,0.002855
1602869371,-0.011219
1602869371,0.004835
1602869372,0.006485
1602869373,0.002246
1602869374,0.00864
1602869375,0.003193
1602869376,0.010639
1602869377,0.007756
1602869378,0.00246
1602869379,0.004162
1602869380,0.001327
1602869381,0.006475
1602869382,0.006341
1602869383,0.001361
1602869384,0.001463
1602869385,0.002279
1602869386,0.000342
1602869387,0.001622
1602869388,0.001383
1602869389,0.006265
1602869390,0.007599
1602869391,0.001659
1602869392,0.003535
1602869393,0.005828
1602869394,0.005807
1602869395,0.003398
1602869396,0.002334
1602869397,0.003402
1602869398,0.003954
1602869399,0.002516
1602869400,0.001089
1602869401,-0.01314
1602869401,0.000615
1602869402,0.006795
1602869403,0.001995
1602869404,0.000908
1602869405,0.006545
1602869406,0.005448
1602869407,0.003059
1602869408,0.005434
1602869409,0.007875
1602869410,0.000593
1602869411,0.002557
1602869412,0.001693
1602869413,0.001033
1602869414,0.009572
1602869415,0.000863
1602869416,0.000739
1602869417,0.002546
1602869418,0.003015
1602869419,0.000983
1602869420,0.000795
1602869421,0.003372
1602869422,0.002897
1602869423,0.006619
1602869424,0.002401
1602869425,0.000546
1602869426,0.00378
1602869427,0.000856
1602869428,0.000287
1602869429,0.003531
1602869430,0.000479
1602869431,-0.019349
1602869431,0.008225
1602869432,0.000456
1602869433,0.003735
1602869434,0.010687
1602869435,0.004524
1602869436,0.001513
1602869437,0.003644
1602869438,0.005042
1602869439,0.004781
1602869440,0.008058
1602869441,0.000875
1602869442,0.001191
1602869443,0.002175
1602869444,0.009532
1602869445,0.00696
1602869446,0.002771
1602869447,0.002549
1602869448,0.00256
1602869449,0.000807
1602869450,0.003733
1602869451,0.000985
1602869452,0.001252
1602869453,0.010894
1602869454,0.003973
1602869455,0.000635
1602869456,0.000807
1602869457,0.001732
1602869458,0.006342
1602869459,0.002293
1602869460,0.000551
1602869461,-0.016672
1602869461,0.001007
1602869462,0.005283
1602869463,0.0004
1602869464,0.002701
1602869465,0.002398
1602869466,0.00572
1602869467,0.006531
1602869468,0.002876
1602869469,0.005576
1602869470,0.000459
1602869471,0.00258
1602869472,0.001922
1602869473,0.00023
1602869474,0.000491
1602869475,0.000866
1602869476,0.001062
1602869477,0.002395
1602869478,0.005579
1602869479,0.007403
1602869480,0.004541
1602869481,0.001634
1602869482,0.007625
1602869483,0.003524
1602869484,0.001561
1602869485,0.000476
1602869486,0.000946
1602869487,0.001566
1602869488,0.008027
1602869489,0.01059
1602869490,0.002609
1602869491,-0.01269
1602869491,0.002339
1602869492,0.001864
1602869493,0.00078
1602869494,0.002299
1602869495,0.004186
1602869496,0.001699
1602869497,0.002836
1602869498,0.006842
1602869499,0.001773
1602869500,0.005297
1602869501,0.002029
1602869502,0.002758
1602869503,0.002438
1602869504,0.004951
1602869505,0.008208
1602869506,0.001936
1602869507,0.003894
1602869508,0.001109
1602869509,0.002285
1602869510,0.005072
1602869511,0.003991
1602869512,0.001877
1602869513,0.000492
1602869514,0.001034
1602869515,0.000842
1602869516,0.000954
1602869517,0.000943
1602869518,0.010894
1602869519,0.002196
1602869520,0.00525
1602869521,-0.017908
1602869521,0.005332
1602869522,0.003476
1602869523,0.004351
1602869524,0.004085
1602869525,0.002924
1602869526,0.005927
1602869527,0.001167
1602869528,0.001397
1602869529,0.000478
1602869530,0.003989
1602869531,0.010692
1602869532,0.006731
1602869533,0.001489
1602869534,0.000377
1602869535,0.009902
1602869536,0.005461
1602869537,0.001998
1602869538,0.00071
1602869539,0.003452
1602869540,0.000859
1602869541,0.000897
1602869542,0.001483
1602869543,0.00083
1602869544,0.002917
1602869545,0.00355
1602869546,0.005669
1602869547,0.009119
1602869548,0.003091
1602869549,0.001344
1602869550,0.006431
1602869551,-0.012913
1602869551,0.000839
1602869552,0.002217
1602869553,0.001043
1602869554,0.002135
1602869555,0.003455
1602869556,0.003149
1602869557,0.002961
1602869558,0.008262
1602869559,0.000567
1602869560,0.005457
1602869561,0.000798
1602869562,0.004017
1602869563,0.004072
1602869564,0.004744
1602869565,0.000239
1602869566,0.0004
1602869567,0.004418
1602869568,0.007853
1602869569,0.004382
1602869570,0.001119
1602869571,0.00606
1602869572,0.00098
1602869573,0.000953
1602869574,0.007558
1602869575,0.001471
1602869576,0.001978
1602869577,0.002575
1602869578,0.004374
1602869579,0.008216
1602869580,0.007337
1602869581,-0.019547
1602869581,0.004338
1602869582,0.003596
1602869583,0.00353
1602869584,0.001381
1602869585,0.010278
1602869586,0.00109
1602869587,0.002574
1602869588,0.008503
1602869589,0.002288
1602869590,0.001614
1602869591,0.002952
1602869592,0.007
1602869593,0.003421
1602869594,0.000362
1602869595,0.003833
1602869596,0.001231
1602869597,0.001291
1602869598,0.002818
1602869599,0.006678
1602869600,0.00108
1602869601,0.003309
1602869602,0.001903
1602869603,0.000991
1602869604,0.001297
1602869605,0.003029
1602869606,0.002919
1602869607,0.007455
1602869608,0.001867
1602869609,0.004107
1602869610,0.006331
1602869611,-0.018671
1602869611,0.009439
1602869612,0.000678
1602869613,0.003471
1602869614,0.005605
1602869615,0.001663
1602869616,0.004642
1602869617,0.001543
1602869618,0.000471
1602869619,0.004912
1602869620,0.00427
1602869621,0.006743
1602869622,0.003823
1602869623,0.004927
1602869624,0.001511
1602869625,0.008457
1602869626,0.00069
1602869627,0.007249
1602869628,0.001476
1602869629,0.002253
1602869630,0.003849
1602869631,0.004888
1602869632,0.00169
1602869633,0.006027
1602869634,0.009485
1602869635,0.001004
1602869636,0.002472
1602869637,0.003174
1602869638,0.000509
1602869639,0.000277
1602869640,0.002477
1602869641,-0.02022
1602869641,0.001766
1602869642,0.008288
1602869643,0.003882
1602869644,0.002713
1602869645,0.000887
1602869646,0.006085
1602869647,0.006551
1602869648,0.001737
1602869649,0.002012
1602869650,0.009051
1602869651,0.000961
1602869652,0.000888
1602869653,0.00055
1602869654,0.000572
1602869655,0.008484
1602869656,0.00293
1602869657,0.001705
1602869658,0.003627
1602869659,0.001779
1602869660,0.002613
1602869661,0.009861
1602869662,0.005951
1602869663,0.002965
1602869664,0.001712
1602869665,0.00765
1602869666,0.004193
1602869667,0.000651
1602869668,0.000645
1602869669,0.006363
1602869670,0.001068
1602869671,-0.019189
1602869671,0.003395
1602869672,0.005843
1602869673,0.002626
1602869674,0.005558
1602869675,0.000727
1602869676,0.006813
1602869677,0.000999
1602869678,0.007136
1602869679,0.002341
1602869680,0.004055
1602869681,0.003381
1602869682,0.000451
1602869683,0.003341
1602869684,0.003447
1602869685,0.000765
1602869686,0.005543
1602869687,0.001736
1602869688,0.003383
1602869689,0.006639
1602869690,0.000973
1602869691,0.005483
1602869692,0.007316
1602869693,0.00487
1602869694,0.000598
1602869695,0.001117
1602869696,0.000708
1602869697,0.004341
1602869698,0.002519
1602869699,0.002898
1602869700,0.000586
1602869701,-0.012785
1602869701,0.000938
1602869702,0.013858
1602869703,0.003
1602869704,0.001485
1602869705,0.00513
1602869706,0.007451
1602869707,0.001271
1602869708,0.005066
1602869709,0.00702
1602869710,0.003195
1602869711,0.007258
1602869712,0.002484
1602869713,0.000606
1602869714,0.004165
1602869715,0.004174
1602869716,0.000737
1602869717,0.001359
1602869718,0.002349
1602869719,0.00038
1602869720,0.003411
1602869721,0.002765
1602869722,0.003418
1602869723,0.001688
1602869724,0.00057
1602869725,0.000757
1602869726,0.000869
1602869727,0.006615
1602869728,0.003359
1602869729,0.008896
1602869730,0.000947
1602869731,-0.011546
1602869731,0.000586
1602869732,0.001556
1602869733,0.002393
1602869734,0.002366
1602869735,0.000687
1602869736,0.002251
1602869737,0.010698
1602869738,0.006206
1602869739,0.00328
1602869740,0.002679
1602869741,0.000826
1602869742,0.005157
1602869743,0.009029
1602869744,0.001564
1602869745,0.002509
1602869746,0.004246
1602869747,0.004398
1602869748,0.000824
1602869749,0.004164
1602869750,0.006889
1602869751,0.002447
1602869752,0.01066
1602869753,0.005876
1602869754,0.001583
1602869755,0.00273
1602869756,0.000558
1602869757,0.003864
1602869758,0.003516
1602869759,0.00339
1602869760,0.001431
1602869761,-0.015547
1602869761,0.002134
1602869762,0.010804
1602869763,0.002717
1602869764,0.000908
1602869765,0.008153
1602869766,0.004717
1602869767,0.000328
1602869768,0.001898
1602869769,0.000737
1602869770,0.00175
1602869771,0.002472
1602869772,0.001712
1602869773,0.00156
1602869774,0.003745
1602869775,0.004191
1602869776,0.003162
1602869777,0.003887
1602869778,0.002431
1602869779,0.00538
1602869780,0.007415
1602869781,0.008665
1602869782,0.00687
1602869783,0.000981
1602869784,0.000812
1602869785,0.001646
1602869786,0.008573
1602869787,0.000716
1602869788,0.00493
1602869789,0.004762
1602869790,0.004948
1602869791,-0.017353
1602869791,0.002988
1602869792,0.001673
1602869793,0.003301
1602869794,0.000601
1602869795,0.000269
1602869796,0.003003
1602869797,0.000787
1602869798,0.005986
1602869799,0.000381
1602869800,0.007743
1602869801,0.001313
1602869802,0.000445
1602869803,0.002331
1602869804,0.003461
1602869805,0.000645
1602869806,0.001782
1602869807,0.001686
1602869808,0.000662
1602869809,0.00087
1602869810,0.001656
1602869811,0.001782
1602869812,0.000792
1602869813,0.007379
1602869814,0.001444
1602869815,0.002133
1602869816,0.007897
1602869817,0.001954
1602869818,0.001661
1602869819,0.000266
1602869820,0.001586
1602869821,-0.019357
1602869821,0.002225
1602869822,0.000436
1602869823,0.002975
1602869824,0.007207
1602869825,0.010083
1602869826,0.001054
1602869827,0.00835
1602869828,0.007143
1602869829,0.007862
1602869830,0.010066
1602869831,0.001343
1602869832,0.00181
1602869833,0.009244
1602869834,0.003029
1602869835,0.000956
1602869836,0.003524
1602869837,0.004859
1602869838,0.000509
1602869839,0.006496
1602869840,0.005694
1602869841,0.003615
1602869842,0.001148
1602869843,0.004787
1602869844,0.004971
1602869845,0.003106
1602869846,0.001687
1602869847,0.001051
1602869848,0.005825
1602869849,0.003197
1602869850,0.002931
1602869851,-0.018253
1602869851,0.001035
1602869852,0.000433
1602869853,0.000447
1602869854,0.006245
1602869855,0.006798
1602869856,0.00085
1602869857,0.006201
1602869858,0.000626
1602869859,0.002708
1602869860,0.002247
1602869861,0.002065
1602869862,0.000776
1602869863,0.003221
1602869864,0.003889
1602869865,0.007207
1602869866,0.005064
1602869867,0.008018
1602869868,0.006029
1602869869,0.006713
1602869870,0.002659
1602869871,0.001326
1602869872,0.001146
1602869873,0.004082
1602869874,0.003865
1602869875,0.004714
1602869876,0.007018
1602869877,0.00437
1602869878,0.000755
1602869879,0.002477
1602869880,0.000762
1602869881,-0.018582
1602869881,0.003668
1602869882,0.000843
1602869883,0.002688
1602869884,0.002804
1602869885,0.002816
1602869886,0.005019
1602869887,0.00347
1602869888,0.004519
1602869889,0.002796
1602869890,0.007992
1602869891,0.000831
1602869892,0.00089
1602869893,0.005924
1602869894,0.002729
1602869895,0.000798
1602869896,0.00674
1602869897,0.00458
1602869898,0.008155
1602869899,0.004013
1602869900,0.01015
1602869901,0.005907
1602869902,0.003702
1602869903,0.00046
1602869904,0.002739
1602869905,0.000669
1602869906,0.007684
1602869907,0.003883
1602869908,0.002392
1602869909,0.001834
1602869910,0.00173
1602869911,-0.018504
1602869911,0.003446
1602869912,0.005462
1602869913,0.000367
1602869914,0.003857
1602869915,0.00267
1602869916,0.007301
1602869917,0.00338
1602869918,0.00059
1602869919,0.001802
1602869920,0.009409
1602869921,0.006407
1602869922,0.008927
1602869923,0.004289
1602869924,0.000377
1602869925,0.002563
1602869926,0.000605
1602869927,0.000852
1602869928,0.002682
1602869929,0.003217
1602869930,0.003949
1602869931,0.000742
1602869932,0.003852
1602869933,0.001432
1602869934,0.000425
1602869935,0.002349
1602869936,0.000295
1602869937,0.009357
1602869938,0.000721
1602869939,0.002613
1602869940,0.001642
1602869941,-0.023263
1602869941,0.004941
1602869942,0.000618
1602869943,0.004168
1602869944,0.006297
1602869945,0.006623
1602869946,0.001466
1602869947,0.002665
1602869948,0.003
1602869949,0.005108
1602869950,0.000863
1602869951,0.004692
1602869952,0.000937
1602869953,0.004806
1602869954,0.004711
1602869955,0.001497
1602869956,0.002675
1602869957,0.001303
1602869958,0.001686
1602869959,0.001611
1602869960,0.003459
1602869961,0.000857
1602869962,0.006578
1602869963,0.003009
1602869964,0.000598
1602869965,0.000818
1602869966,0.002497
1602869967,0.008573
1602869968,0.000434
1602869969,0.000673
1602869970,0.009486
1602869971,-0.012083
1602869971,0.001835
1602869972,0.001448
1602869973,0.007448
1602869974,0.003869
1602869975,0.001101
1602869976,0.000839
1602869977,0.002445
1602869978,0.001772
1602869979,0.009064
1602869980,0.001036
1602869981,0.001216
1602869982,0.001765
1602869983,0.001513
1602869984,0.00175
1602869985,0.003894
1602869986,0.000873
1602869987,0.001781
1602869988,0.006276
1602869989,0.002171
1602869990,0.010892
1602869991,0.003843
1602869992,0.009288
1602869993,0.001905
1602869994,0.004575
1602869995,0.006069
1602869996,0.003041
1602869997,0.000769
1602869998,0.002137
1602869999,0.004434
1602870000,0.005537
1602870001,-0.020194
1602870001,0.003655
1602870002,0.003714
1602870003,0.004806
1602870004,0.000423
1602870005,0.007206
1602870006,0.002169
1602870007,0.009946
1602870008,0.007562
1602870009,0.011071
1602870010,0.001454
1602870011,0.007092
1602870012,0.000155
1602870013,0.001288
1602870014,0.006167
1602870015,0.001704
1602870016,0.005395
1602870017,0.000952
1602870018,0.006466
1602870019,0.007499
1602870020,0.002231
1602870021,0.007804
1602870022,0.007592
1602870023,0.001625
1602870024,0.004513
1602870025,0.000459
1602870026,0.004481
1602870027,0.002998
1602870028,0.002487
1602870029,0.004678
1602870030,0.010808
1602870031,-0.017462
1602870031,0.003636
1602870032,0.002178
1602870033,0.000781
1602870034,0.010381
1602870035,0.00126
1602870036,0.000489
1602870037,0.002572
1602870038,0.00876
1602870039,0.001062
1602870040,0.008457
1602870041,0.002349
1602870042,0.004789
1602870043,0.00445
1602870044,0.005121
1602870045,0.004578
1602870046,0.002811
1602870047,0.004779
1602870048,0.000735
1602870049,0.001101
1602870050,0.001315
1602870051,0.000612
1602870052,0.001046
1602870053,0.002229
